Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value
2025-06-01,SKU173,344,45,7,129,245,2144440.96
2025-06-01,SKU174,307,192,9,268,579,2070515.45
2025-06-01,SKU175,261,429,9,62,238,317939.76
2025-06-01,SKU176,127,92,8,21,64,765201.67
2025-06-01,SKU177,177,0,13,43,153,257163.3
2025-06-01,SKU178,72,74,3,48,84,125717.04
2025-06-01,SKU179,523,161,5,175,405,4103766.57
2025-06-01,SKU180,850,635,3,204,353,571523.0
2025-06-01,SKU181,977,1203,13,355,974,6938781.01
2025-06-01,SKU182,301,563,11,93,289,479113.74
2025-06-01,SKU183,2585,2823,14,286,1511,20279867.85
2025-06-01,SKU184,61,80,5,38,81,385924.43
2025-06-01,SKU185,329,54,4,36,83,452296.04
2025-06-01,SKU186,237,405,6,213,392,612742.17
2025-06-01,SKU187,567,201,7,145,291,2994644.52
2025-06-01,SKU188,142,166,9,143,330,198856.8
2025-06-01,SKU189,200,69,8,33,83,784962.0
2025-06-01,SKU190,114,427,7,120,227,146972.22
2025-06-01,SKU191,148,101,8,66,139,527805.0
2025-06-01,SKU192,145,51,7,29,59,749415.1
2025-06-01,SKU193,150,65,10,44,148,290493.0
2025-06-01,SKU194,194,391,14,124,380,525171.58
2025-06-01,SKU195,297,321,3,131,208,1165585.41
2025-06-01,SKU196,42,96,14,14,49,196835.1
2025-06-01,SKU197,285,438,14,54,289,1502406.0
2025-06-01,SKU198,475,86,6,51,138,1282813.5
2025-06-01,SKU199,306,152,5,104,196,1099607.94
2025-06-01,SKU200,190,108,10,29,92,578567.1
2025-07-01,SKU001,1121,404,4,214,376,4093118.51
2025-07-01,SKU002,774,228,7,193,363,4376660.4
2025-07-01,SKU003,280,295,11,101,272,1721672.4
2025-07-01,SKU004,393,394,9,86,278,488451.84
2025-07-01,SKU005,509,198,13,197,540,3783106.87
2025-07-01,SKU006,428,321,14,101,400,2836099.2
2025-07-01,SKU007,643,313,11,147,400,2924383.29
2025-07-01,SKU008,538,374,4,169,291,3585307.32
2025-07-01,SKU009,229,57,4,49,98,686445.82
2025-07-01,SKU010,69,83,5,32,52,494846.61
2025-07-01,SKU011,214,218,7,103,309,827557.26
2025-07-01,SKU012,128,164,14,27,84,185054.72
2025-07-01,SKU013,332,189,6,35,97,2572402.4
2025-07-01,SKU014,345,450,14,94,395,1076765.7
2025-07-01,SKU015,420,423,10,125,343,527893.8
2025-07-01,SKU016,269,1,3,50,86,540299.95
2025-07-01,SKU017,143,61,13,60,248,958566.18
2025-07-01,SKU018,631,96,4,62,144,1685300.04
2025-07-01,SKU019,317,309,11,69,174,1031188.32
2025-07-01,SKU020,568,558,5,194,415,3146345.12
2025-07-01,SKU021,286,38,8,64,132,87819.16
2025-07-01,SKU022,83,171,5,79,152,448414.97
2025-07-01,SKU023,290,166,12,78,210,1103914.0
2025-07-01,SKU024,429,261,12,125,340,572041.47
2025-07-01,SKU025,365,573,7,171,461,1423865.0
2025-07-01,SKU026,172,248,13,52,138,1062743.28
2025-07-01,SKU027,281,658,11,117,351,1288064.66
2025-07-01,SKU028,823,18,6,125,268,402315.32
2025-07-01,SKU029,242,99,7,147,378,826696.2
2025-07-01,SKU030,286,63,13,43,150,590026.58
2025-07-01,SKU031,59,152,10,49,130,148995.65
2025-07-01,SKU032,408,231,13,63,259,1863336.0
2025-07-01,SKU033,332,299,7,76,166,1128634.0
2025-07-01,SKU034,137,205,13,22,113,211533.48
2025-07-01,SKU035,830,605,10,91,331,4854072.4
2025-07-01,SKU036,687,362,4,183,276,1030403.82
2025-07-01,SKU037,749,612,10,354,907,4229213.52
2025-07-01,SKU038,346,93,9,60,177,1108206.86
2025-07-01,SKU039,122,64,4,43,65,372594.1
2025-07-01,SKU040,145,53,3,31,54,168859.75
2025-07-01,SKU041,620,70,14,145,424,3517092.6
2025-07-01,SKU042,186,40,8,37,106,1443568.32
2025-07-01,SKU043,565,297,12,176,505,2108890.75
2025-07-01,SKU044,268,105,7,39,101,267204.04
2025-07-01,SKU045,352,159,6,58,168,640048.64
2025-07-01,SKU046,125,316,3,126,176,592368.75
2025-07-01,SKU047,70,198,10,49,124,428997.1
2025-07-01,SKU048,55,78,5,22,43,197929.6
2025-07-01,SKU049,1119,127,5,195,372,5915380.89
2025-07-01,SKU050,202,220,7,106,249,701447.02
2025-07-01,SKU051,196,125,12,46,116,550058.32
2025-07-01,SKU052,97,190,10,49,112,101982.89
2025-07-01,SKU053,1473,283,14,385,1096,10929188.64
2025-07-01,SKU054,241,49,10,30,115,708115.84
2025-07-01,SKU055,184,397,5,117,213,1412904.72
2025-07-01,SKU056,67,4,5,16,32,423185.4
2025-07-01,SKU057,251,36,4,58,103,1017297.98
2025-07-01,SKU058,411,622,9,141,402,1923845.79
2025-07-01,SKU059,52,67,8,20,41,146622.32
2025-07-01,SKU060,224,354,13,51,185,817949.44
2025-07-01,SKU061,203,103,11,62,168,1460635.75
2025-07-01,SKU062,340,9,13,80,390,1544885.2
2025-07-01,SKU063,312,351,9,86,272,758022.72
2025-07-01,SKU064,299,58,13,125,426,1759378.79
2025-07-01,SKU065,362,90,3,111,168,2660370.58
2025-07-01,SKU066,291,77,5,101,208,157125.45
2025-07-01,SKU067,184,39,7,32,69,1229280.08
2025-07-01,SKU068,430,27,8,92,250,1164366.9
2025-07-01,SKU069,1173,83,5,298,497,4975502.37
2025-07-01,SKU070,261,26,7,111,224,1958632.74
2025-07-01,SKU071,181,239,10,67,154,655582.0
2025-07-01,SKU072,113,143,5,35,92,809136.5
2025-07-01,SKU073,233,1043,13,130,620,1671590.93
2025-07-01,SKU074,5,9,13,7,20,13492.25
2025-07-01,SKU075,1573,865,4,346,614,4948422.05
2025-07-01,SKU076,31,35,3,16,22,187166.22
2025-07-01,SKU077,154,113,5,104,170,326098.08
2025-07-01,SKU078,210,125,11,45,111,1405135.2
2025-07-01,SKU079,471,506,11,185,451,2305648.62
2025-07-01,SKU080,458,695,10,165,434,811745.46
2025-07-01,SKU081,444,627,13,101,320,3455052.6
2025-07-01,SKU082,215,185,7,44,141,293520.15
2025-07-01,SKU083,66,17,5,10,26,83926.92
2025-07-01,SKU084,221,256,6,98,177,263918.2
2025-07-01,SKU085,474,25,7,84,186,2253230.1
2025-07-01,SKU086,192,136,11,47,118,1244538.24
2025-07-01,SKU087,164,119,11,153,366,207574.8
2025-07-01,SKU088,662,114,6,104,221,4924359.82
2025-07-01,SKU089,172,38,4,71,117,694283.16
2025-07-01,SKU090,171,242,3,73,123,1309189.68
2025-07-01,SKU091,425,282,11,46,184,188130.5
2025-07-01,SKU092,82,84,9,23,51,423391.42
2025-07-01,SKU093,472,585,13,91,390,1651122.08
2025-07-01,SKU094,24,2,5,5,10,116863.92
2025-07-01,SKU095,310,551,14,108,396,1200385.1
2025-07-01,SKU096,119,23,4,36,55,46200.56
2025-07-01,SKU097,270,155,7,73,206,1734839.1
2025-07-01,SKU098,529,21,11,162,393,2308270.34
2025-07-01,SKU099,175,108,7,119,268,861714.0
2025-07-01,SKU100,838,142,3,202,281,2639641.34
2025-07-01,SKU101,853,513,5,104,277,5948011.65
2025-07-01,SKU102,118,313,11,45,168,256149.68
2025-07-01,SKU103,881,196,3,126,206,5795579.21
2025-07-01,SKU104,213,75,14,58,214,163121.79
2025-07-01,SKU105,543,454,13,63,294,3606144.45
2025-07-01,SKU106,559,515,4,134,261,763040.59
2025-07-01,SKU107,126,25,7,51,112,309529.08
2025-07-01,SKU108,21,8,14,5,25,24046.05
2025-07-01,SKU109,160,174,11,49,119,256555.2
2025-07-01,SKU110,436,816,13,210,635,2106472.96
2025-07-01,SKU111,112,103,4,43,67,304016.16
2025-07-01,SKU112,503,1012,13,108,526,3536738.87
2025-07-01,SKU113,54,16,9,40,112,89456.94
2025-07-01,SKU114,300,310,10,98,232,654825.0
2025-07-01,SKU115,367,411,9,64,217,231841.24
2025-07-01,SKU116,98,119,12,23,93,422290.82
2025-07-01,SKU117,391,35,6,58,144,255205.7
2025-07-01,SKU118,114,26,4,20,36,116066.82
2025-07-01,SKU119,210,23,4,50,97,1646750.7
2025-07-01,SKU120,412,502,10,117,267,2591871.4
2025-07-01,SKU121,26,12,7,5,14,33612.28
2025-07-01,SKU122,223,116,13,38,140,944456.29
2025-07-01,SKU123,515,466,8,146,300,1665736.6
2025-07-01,SKU124,46,203,14,27,113,106494.14
2025-07-01,SKU125,406,301,3,117,183,1413241.34
2025-07-01,SKU126,550,174,13,120,423,1704021.0
2025-07-01,SKU127,504,189,9,99,270,1608188.4
2025-07-01,SKU128,858,1082,13,196,551,2188577.82
2025-07-01,SKU129,90,101,10,27,64,357935.4
2025-07-01,SKU130,818,216,13,105,492,3598889.16
2025-07-01,SKU131,223,135,7,24,73,1445940.92
2025-07-01,SKU132,322,562,11,93,285,1659945.42
2025-07-01,SKU133,1368,111,8,226,610,2487899.52
2025-07-01,SKU134,244,87,8,49,133,1688619.08
2025-07-01,SKU135,431,343,8,80,202,425392.69
2025-07-01,SKU136,218,51,6,23,63,197250.76
2025-07-01,SKU137,880,1238,9,226,665,6759561.6
2025-07-01,SKU138,145,112,9,23,92,703400.8
2025-07-01,SKU139,834,375,7,163,346,6323146.14
2025-07-01,SKU140,1267,582,5,263,444,6110855.03
2025-07-01,SKU141,542,272,4,121,228,855010.42
2025-07-01,SKU142,181,439,8,92,261,848227.54
2025-07-01,SKU143,478,59,10,55,215,2949455.98
2025-07-01,SKU144,177,23,5,24,49,719361.63
2025-07-01,SKU145,810,288,5,172,416,954131.4
2025-07-01,SKU146,298,460,7,123,260,277062.52
2025-07-01,SKU147,265,183,14,52,288,1656512.35
2025-07-01,SKU148,111,132,13,46,121,314761.59
2025-07-01,SKU149,410,48,5,89,175,962126.5
2025-07-01,SKU150,492,604,14,89,322,1321959.72
2025-07-01,SKU151,982,395,8,336,707,7369900.18
2025-07-01,SKU152,375,211,4,93,155,1207773.75
2025-07-01,SKU153,250,399,9,120,264,1876270.0
2025-07-01,SKU154,148,60,8,36,84,586836.28
2025-07-01,SKU155,227,185,14,57,185,1319469.28
2025-07-01,SKU156,435,169,9,141,350,508171.35
2025-07-01,SKU157,19,50,10,19,45,22702.91
2025-07-01,SKU158,495,436,13,168,569,2755788.75
2025-07-01,SKU159,943,632,14,141,566,6267979.55
2025-07-01,SKU160,88,52,4,42,73,334730.0
2025-07-01,SKU161,277,127,4,152,233,2040913.84
2025-07-01,SKU162,675,331,3,191,300,747265.5
2025-07-01,SKU163,301,134,3,92,135,737537.29
2025-07-01,SKU164,302,93,4,86,136,324574.5
2025-07-01,SKU165,97,251,10,99,242,512981.59
2025-07-01,SKU166,419,117,3,125,182,3017642.19
2025-07-01,SKU167,72,105,3,72,100,97806.24
2025-07-01,SKU168,400,129,12,58,209,714432.0
2025-07-01,SKU169,316,94,9,111,285,167562.16
2025-07-01,SKU170,108,261,8,77,170,70237.8
2025-07-01,SKU171,67,66,3,31,47,140618.26
2025-07-01,SKU172,9,19,3,13,18,6241.95
2025-07-01,SKU173,306,328,12,115,317,1907555.04
2025-07-01,SKU174,357,245,5,216,384,2407732.95
2025-07-01,SKU175,669,717,14,124,405,814949.04
2025-07-01,SKU176,102,77,5,46,74,614571.42
2025-07-01,SKU177,138,4,7,58,117,200500.2
2025-07-01,SKU178,350,265,13,101,270,611124.5
2025-07-01,SKU179,1192,178,10,171,697,9353135.28
2025-07-01,SKU180,509,337,8,234,635,342241.42
2025-07-01,SKU181,1227,157,3,161,295,8714313.51
2025-07-01,SKU182,202,317,8,128,277,321531.48
2025-07-01,SKU183,1492,1426,6,462,999,11705053.32
2025-07-01,SKU184,267,148,5,64,105,1689210.21
2025-07-01,SKU185,315,335,14,74,246,433049.4
2025-07-01,SKU186,281,899,12,151,492,726500.21
2025-07-01,SKU187,346,481,14,138,436,1827419.76
2025-07-01,SKU188,378,51,13,110,377,529351.2
2025-07-01,SKU189,222,215,14,25,117,871307.82
2025-07-01,SKU190,379,185,9,74,203,488618.17
2025-07-01,SKU191,86,225,12,34,148,306697.5
2025-07-01,SKU192,89,163,10,36,87,459985.82
2025-07-01,SKU193,243,305,13,58,178,470598.66
2025-07-01,SKU194,514,440,12,118,362,1391433.98
2025-07-01,SKU195,334,658,7,173,361,1310793.02
2025-07-01,SKU196,20,25,4,9,17,93731.0
2025-07-01,SKU197,521,213,4,66,130,2746503.6
2025-07-01,SKU198,382,124,5,51,123,1031652.12
2025-07-01,SKU199,156,532,12,93,328,560584.44
2025-07-01,SKU200,149,5,4,19,41,453718.41
2025-08-01,SKU001,709,1015,9,238,533,2588778.79
2025-08-01,SKU002,644,76,14,87,373,3641562.4
2025-08-01,SKU003,143,206,4,97,145,879282.69
2025-08-01,SKU004,167,186,7,116,244,207560.96
2025-08-01,SKU005,483,200,6,65,186,3589863.69
2025-08-01,SKU006,345,403,10,125,301,2286108.0
2025-08-01,SKU007,478,98,7,89,224,2173958.34
2025-08-01,SKU008,238,222,6,108,257,1586065.32
2025-08-01,SKU009,129,49,8,30,107,386687.82
2025-08-01,SKU010,38,4,4,14,27,272524.22
2025-08-01,SKU011,145,441,4,178,276,560728.05
2025-08-01,SKU012,55,112,13,27,82,79515.7
2025-08-01,SKU013,272,91,7,36,95,2107510.4
2025-08-01,SKU014,376,384,8,100,246,1173518.56
2025-08-01,SKU015,109,481,9,79,241,137001.01
2025-08-01,SKU016,236,119,10,46,152,474017.8
2025-08-01,SKU017,275,371,13,61,231,1843396.5
2025-08-01,SKU018,480,61,11,133,324,1282003.2
2025-08-01,SKU019,185,231,11,62,154,601797.6
2025-08-01,SKU020,636,223,5,117,292,3523020.24
2025-08-01,SKU021,33,8,6,48,86,10132.98
2025-08-01,SKU022,74,116,13,60,211,399791.66
2025-08-01,SKU023,228,286,13,37,151,867904.8
2025-08-01,SKU024,182,318,5,91,162,242684.26
2025-08-01,SKU025,594,562,8,227,507,2317194.0
2025-08-01,SKU026,96,90,12,20,97,593159.04
2025-08-01,SKU027,263,604,11,127,340,1205555.18
2025-08-01,SKU028,584,303,6,72,193,285482.56
2025-08-01,SKU029,773,394,6,169,338,2640645.3
2025-08-01,SKU030,83,56,6,24,65,171231.49
2025-08-01,SKU031,31,33,5,18,49,78285.85
2025-08-01,SKU032,175,140,3,57,91,799225.0
2025-08-01,SKU033,214,218,5,81,147,727493.0
2025-08-01,SKU034,104,83,9,36,89,160580.16
2025-08-01,SKU035,554,621,14,98,383,3239947.12
2025-08-01,SKU036,555,373,13,67,335,832422.3
2025-08-01,SKU037,640,585,7,304,643,3613747.2
2025-08-01,SKU038,148,73,11,35,153,474030.68
2025-08-01,SKU039,127,181,11,41,107,387864.35
2025-08-01,SKU040,52,83,14,50,143,60556.6
2025-08-01,SKU041,145,50,10,97,271,822545.85
2025-08-01,SKU042,116,68,3,19,38,900289.92
2025-08-01,SKU043,337,437,5,156,264,1257869.35
2025-08-01,SKU044,297,88,12,49,155,296117.91
2025-08-01,SKU045,234,268,10,73,234,425486.88
2025-08-01,SKU046,305,163,5,71,135,1445379.75
2025-08-01,SKU047,148,68,3,35,55,907022.44
2025-08-01,SKU048,31,23,13,15,58,111560.32
2025-08-01,SKU049,674,344,5,239,392,3562972.94
2025-08-01,SKU050,499,98,9,59,207,1732782.49
2025-08-01,SKU051,142,0,9,22,62,398511.64
2025-08-01,SKU052,37,98,10,37,90,38900.69
2025-08-01,SKU053,1038,365,5,356,596,7701627.84
2025-08-01,SKU054,172,167,13,34,119,505377.28
2025-08-01,SKU055,526,377,10,117,268,4039064.58
2025-08-01,SKU056,33,81,14,13,52,208434.6
2025-08-01,SKU057,176,32,7,34,102,713324.48
2025-08-01,SKU058,335,126,8,191,383,1568098.15
2025-08-01,SKU059,12,35,9,18,40,33835.92
2025-08-01,SKU060,110,77,9,51,133,401671.6
2025-08-01,SKU061,217,228,13,24,129,1561369.25
2025-08-01,SKU062,260,515,11,132,349,1181382.8
2025-08-01,SKU063,353,460,9,78,237,857634.68
2025-08-01,SKU064,516,375,8,149,305,3036252.36
2025-08-01,SKU065,433,204,3,132,182,3182155.97
2025-08-01,SKU066,322,596,12,140,357,173863.9
2025-08-01,SKU067,146,5,3,14,27,975407.02
2025-08-01,SKU068,402,268,10,69,230,1088547.66
2025-08-01,SKU069,402,261,10,254,589,1705159.38
2025-08-01,SKU070,284,162,12,74,234,2131232.56
2025-08-01,SKU071,243,35,11,23,108,880146.0
2025-08-01,SKU072,257,133,14,36,158,1840248.5
2025-08-01,SKU073,241,520,7,214,443,1728984.61
2025-08-01,SKU074,25,8,9,5,12,67461.25
2025-08-01,SKU075,1957,353,3,177,348,6156428.45
2025-08-01,SKU076,44,4,14,11,39,265655.28
2025-08-01,SKU077,54,92,5,30,76,114346.08
2025-08-01,SKU078,100,13,9,21,67,669112.0
2025-08-01,SKU079,241,95,4,86,167,1179748.02
2025-08-01,SKU080,614,633,14,123,417,1088235.18
2025-08-01,SKU081,103,444,13,119,314,801509.95
2025-08-01,SKU082,66,279,10,80,201,90103.86
2025-08-01,SKU083,67,0,4,7,15,85198.54
2025-08-01,SKU084,266,8,10,59,153,317657.2
2025-08-01,SKU085,97,36,12,76,218,461104.05
2025-08-01,SKU086,31,82,11,37,94,200941.07
2025-08-01,SKU087,181,589,14,105,350,229091.7
2025-08-01,SKU088,446,77,11,86,242,3317620.06
2025-08-01,SKU089,300,75,5,73,129,1210959.0
2025-08-01,SKU090,368,322,8,84,182,2817437.44
2025-08-01,SKU091,209,3,8,45,125,92515.94
2025-08-01,SKU092,61,38,3,13,20,314961.91
2025-08-01,SKU093,219,247,13,99,360,766092.66
2025-08-01,SKU094,16,18,4,5,10,77909.28
2025-08-01,SKU095,229,180,6,100,191,886736.09
2025-08-01,SKU096,52,128,13,23,75,20188.48
2025-08-01,SKU097,199,71,7,82,210,1278640.67
2025-08-01,SKU098,386,371,8,85,219,1684295.56
2025-08-01,SKU099,388,225,7,55,177,1910543.04
2025-08-01,SKU100,809,768,14,119,449,2548293.37
2025-08-01,SKU101,782,219,14,158,603,5452925.1
2025-08-01,SKU102,315,59,7,60,126,683789.4
2025-08-01,SKU103,380,283,9,76,278,2499795.8
2025-08-01,SKU104,99,33,7,59,122,75817.17
2025-08-01,SKU105,120,110,5,95,187,796938.0
2025-08-01,SKU106,279,277,3,150,226,380837.79
2025-08-01,SKU107,155,162,14,37,121,380769.9
2025-08-01,SKU108,45,27,14,5,24,51527.25
2025-08-01,SKU109,40,126,5,39,69,64138.8
2025-08-01,SKU110,354,31,5,156,290,1710301.44
2025-08-01,SKU111,33,53,11,24,82,89576.19
2025-08-01,SKU112,170,819,12,129,462,1195319.3
2025-08-01,SKU113,235,39,13,46,137,389303.35
2025-08-01,SKU114,116,1,14,83,240,253199.0
2025-08-01,SKU115,155,254,7,76,160,97916.6
2025-08-01,SKU116,63,68,5,36,63,271472.67
2025-08-01,SKU117,261,238,7,54,134,170354.7
2025-08-01,SKU118,30,71,7,21,46,30543.9
2025-08-01,SKU119,210,18,9,53,142,1646750.7
2025-08-01,SKU120,346,176,3,74,112,2176668.7
2025-08-01,SKU121,25,6,7,5,12,32319.5
2025-08-01,SKU122,44,207,13,41,120,186350.12
2025-08-01,SKU123,331,7,10,81,257,1070599.64
2025-08-01,SKU124,169,90,10,34,84,391250.21
2025-08-01,SKU125,412,498,12,90,310,1434126.68
2025-08-01,SKU126,604,415,11,133,342,1871324.88
2025-08-01,SKU127,479,245,9,92,241,1528417.15
2025-08-01,SKU128,821,119,7,85,250,2094198.59
2025-08-01,SKU129,91,56,6,16,33,361912.46
2025-08-01,SKU130,717,95,7,149,329,3154527.54
2025-08-01,SKU131,65,133,12,16,75,421462.6
2025-08-01,SKU132,192,146,11,68,225,989781.12
2025-08-01,SKU133,946,768,8,272,597,1720433.44
2025-08-01,SKU134,208,154,6,51,112,1439478.56
2025-08-01,SKU135,290,234,8,84,193,286227.1
2025-08-01,SKU136,94,49,4,25,49,85053.08
2025-08-01,SKU137,719,702,4,312,474,5522869.08
2025-08-01,SKU138,113,176,10,49,113,548167.52
2025-08-01,SKU139,519,343,3,152,216,3934907.49
2025-08-01,SKU140,910,226,6,139,325,4389011.9
2025-08-01,SKU141,375,197,3,152,220,591566.25
2025-08-01,SKU142,492,626,12,108,319,2305679.28
2025-08-01,SKU143,200,51,8,79,184,1234082.0
2025-08-01,SKU144,96,39,3,20,33,390162.24
2025-08-01,SKU145,797,894,8,148,461,938818.18
2025-08-01,SKU146,377,153,7,51,160,350511.98
2025-08-01,SKU147,127,120,4,51,103,793875.73
2025-08-01,SKU148,36,55,8,26,74,102084.84
2025-08-01,SKU149,163,289,7,50,153,382503.95
2025-08-01,SKU150,257,45,3,52,91,690535.87
2025-08-01,SKU151,1156,346,8,216,548,8675768.44
2025-08-01,SKU152,317,238,6,56,136,1020971.41
2025-08-01,SKU153,476,189,8,51,163,3572418.08
2025-08-01,SKU154,163,93,12,22,94,646312.93
2025-08-01,SKU155,87,157,7,39,90,505699.68
2025-08-01,SKU156,205,381,6,80,198,239483.05
2025-08-01,SKU157,59,77,11,11,41,70498.51
2025-08-01,SKU158,503,453,14,186,567,2800326.75
2025-08-01,SKU159,286,546,7,197,388,1900999.1
2025-08-01,SKU160,65,56,3,43,61,247243.75
2025-08-01,SKU161,296,215,6,81,181,2180904.32
2025-08-01,SKU162,886,234,5,163,315,980855.16
2025-08-01,SKU163,380,240,11,69,195,931110.2
2025-08-01,SKU164,262,26,12,55,174,281584.5
2025-08-01,SKU165,303,21,5,63,123,1602406.41
2025-08-01,SKU166,303,168,4,94,160,2182209.03
2025-08-01,SKU167,224,55,7,25,77,304286.08
2025-08-01,SKU168,207,265,13,42,175,369718.56
2025-08-01,SKU169,188,91,9,125,270,99688.88
2025-08-01,SKU170,196,93,4,36,72,127468.6
2025-08-01,SKU171,65,53,6,23,51,136420.7
2025-08-01,SKU172,36,16,8,13,33,24967.8
2025-08-01,SKU173,388,64,7,64,160,2418729.92
2025-08-01,SKU174,776,153,9,212,470,5233615.6
2025-08-01,SKU175,519,254,6,103,205,632225.04
2025-08-01,SKU176,74,15,13,14,72,445865.54
2025-08-01,SKU177,256,116,14,25,129,371942.4
2025-08-01,SKU178,205,8,3,36,63,357944.35
2025-08-01,SKU179,1148,565,5,223,424,9007885.32
2025-08-01,SKU180,1016,789,14,157,755,683138.08
2025-08-01,SKU181,480,1391,11,247,710,3409022.4
2025-08-01,SKU182,249,19,8,76,196,396343.26
2025-08-01,SKU183,1126,1419,9,516,1208,8833706.46
2025-08-01,SKU184,72,82,5,63,104,455517.36
2025-08-01,SKU185,249,223,11,45,148,342315.24
2025-08-01,SKU186,733,274,6,196,346,1895105.53
2025-08-01,SKU187,359,22,10,54,217,1896080.04
2025-08-01,SKU188,226,99,7,66,184,316490.4
2025-08-01,SKU189,113,100,8,39,84,443503.53
2025-08-01,SKU190,411,275,11,100,243,529873.53
2025-08-01,SKU191,49,103,12,47,132,174746.25
2025-08-01,SKU192,86,2,5,22,42,444480.68
2025-08-01,SKU193,139,41,14,42,157,269190.18
2025-08-01,SKU194,361,54,5,72,154,977252.27
2025-08-01,SKU195,225,88,3,159,224,883019.25
2025-08-01,SKU196,18,36,6,8,20,84357.9
2025-08-01,SKU197,433,402,10,83,211,2282602.8
2025-08-01,SKU198,384,13,6,51,134,1037053.44
2025-08-01,SKU199,294,381,5,121,205,1056486.06
2025-08-01,SKU200,127,156,14,24,101,386726.43
2025-09-01,SKU001,226,257,13,153,547,825196.06
2025-09-01,SKU002,120,34,10,57,240,678552.0
2025-09-01,SKU003,73,281,8,59,141,448864.59
2025-09-01,SKU004,424,246,10,50,215,526981.12
2025-09-01,SKU005,673,340,5,100,198,5002025.39
2025-09-01,SKU006,193,243,3,106,154,1278895.2
2025-09-01,SKU007,367,183,14,97,340,1669127.01
2025-09-01,SKU008,759,25,11,157,420,5058082.26
2025-09-01,SKU009,129,97,3,38,68,386687.82
2025-09-01,SKU010,37,46,9,19,48,265352.53
2025-09-01,SKU011,592,979,14,180,515,2289317.28
2025-09-01,SKU012,43,17,12,21,57,62166.82
2025-09-01,SKU013,202,226,7,69,133,1565136.4
2025-09-01,SKU014,346,269,7,117,230,1079886.76
2025-09-01,SKU015,268,69,6,76,182,336846.52
2025-09-01,SKU016,312,96,9,51,131,626667.6
2025-09-01,SKU017,239,206,6,71,134,1602079.14
2025-09-01,SKU018,277,317,11,125,305,739822.68
2025-09-01,SKU019,78,192,11,44,118,253730.88
2025-09-01,SKU020,851,406,5,246,413,4713978.34
2025-09-01,SKU021,89,123,9,21,74,27328.34
2025-09-01,SKU022,332,76,8,43,133,1793659.88
2025-09-01,SKU023,276,63,5,67,112,1050621.6
2025-09-01,SKU024,75,99,3,46,87,100007.25
2025-09-01,SKU025,322,488,4,160,296,1256122.0
2025-09-01,SKU026,110,18,3,25,41,679661.4
2025-09-01,SKU027,368,36,6,102,206,1686860.48
2025-09-01,SKU028,149,313,3,103,159,72837.16
2025-09-01,SKU029,664,989,14,102,501,2268290.4
2025-09-01,SKU030,86,137,10,19,82,177420.58
2025-09-01,SKU031,202,1,8,23,72,510120.7
2025-09-01,SKU032,126,113,3,42,75,575442.0
2025-09-01,SKU033,371,95,8,40,131,1261214.5
2025-09-01,SKU034,94,61,13,29,96,145139.76
2025-09-01,SKU035,491,201,8,140,292,2871505.48
2025-09-01,SKU036,300,447,8,119,261,449958.0
2025-09-01,SKU037,1077,263,14,239,816,6081258.96
2025-09-01,SKU038,132,118,7,73,144,422784.12
2025-09-01,SKU039,67,150,14,32,107,204621.35
2025-09-01,SKU040,32,122,11,29,84,37265.6
2025-09-01,SKU041,324,195,3,96,143,1837964.52
2025-09-01,SKU042,206,190,13,41,123,1598790.72
2025-09-01,SKU043,617,326,12,66,320,2302983.35
2025-09-01,SKU044,87,101,6,35,78,86741.61
2025-09-01,SKU045,104,279,9,82,217,189105.28
2025-09-01,SKU046,323,23,5,62,122,1530680.85
2025-09-01,SKU047,176,21,5,20,49,1078621.28
2025-09-01,SKU048,99,22,5,15,30,356273.28
2025-09-01,SKU049,349,247,10,136,408,1844922.19
2025-09-01,SKU050,405,45,14,113,355,1406366.55
2025-09-01,SKU051,38,71,7,17,52,106643.96
2025-09-01,SKU052,102,157,12,36,96,107239.74
2025-09-01,SKU053,812,707,11,147,587,6024780.16
2025-09-01,SKU054,109,12,10,30,93,320268.16
2025-09-01,SKU055,103,335,4,114,176,790919.49
2025-09-01,SKU056,69,54,13,14,40,435817.8
2025-09-01,SKU057,191,132,10,65,154,774119.18
2025-09-01,SKU058,134,669,11,136,375,627239.26
2025-09-01,SKU059,70,10,11,11,35,197376.2
2025-09-01,SKU060,54,219,14,51,174,197184.24
2025-09-01,SKU061,169,112,12,52,150,1215997.25
2025-09-01,SKU062,167,534,14,90,349,758811.26
2025-09-01,SKU063,181,207,5,131,213,439750.36
2025-09-01,SKU064,393,251,13,96,336,2312494.53
2025-09-01,SKU065,275,20,8,90,203,2020999.75
2025-09-01,SKU066,600,311,5,77,168,323970.0
2025-09-01,SKU067,79,21,5,15,33,527788.73
2025-09-01,SKU068,88,57,7,47,152,238289.04
2025-09-01,SKU069,613,426,3,137,231,2600155.97
2025-09-01,SKU070,346,152,13,58,219,2596501.64
2025-09-01,SKU071,56,216,7,55,113,202832.0
2025-09-01,SKU072,132,84,13,55,168,945186.0
2025-09-01,SKU073,868,657,10,142,428,6227214.28
2025-09-01,SKU074,6,6,12,5,14,16190.7
2025-09-01,SKU075,1653,269,13,265,963,5200090.05
2025-09-01,SKU076,27,12,10,12,30,163015.74
2025-09-01,SKU077,124,185,10,51,147,262572.48
2025-09-01,SKU078,127,36,4,23,40,849772.24
2025-09-01,SKU079,285,506,13,131,378,1395137.7
