Date,SKU,Product_Name,Category,Subcategory,Predicted_Demand,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Lead_Time_Demand,Available_Inventory,Days_of_Inventory,Stock_Coverage_After_Order,Stockout_Gap,Stockout_Risk,Excess_Inventory,Overstock_Risk,Recommended_Stock_Level,Reorder_Quantity,Stock_Status,Action,Priority,Inventory_Health_Score,Health_Level
2025-11-30,SKU041,Product 041,Furniture,Chair,6.58,440,40,4,78,139,26.32,480,66.8693009118541,72.94832826747721,-413.68,Low,335.68,High,104.32,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-11-30,SKU042,Product 042,Home Decor,Table,7.03,90,120,6,41,88,42.18,210,12.802275960170697,29.87197724039829,-47.82,Low,6.82,Low,83.18,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-11-30,SKU043,Product 043,Kitchen,Cushion,9.0,559,211,12,142,393,108.0,770,62.111111111111114,85.55555555555556,-451.0,Low,309.0,High,250.0,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-11-30,SKU044,Product 044,Lighting,Cookware,8.83,223,39,5,55,93,44.15,262,25.254813137032844,29.671574178935447,-178.85,Low,123.85,High,99.15,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-11-30,SKU045,Product 045,Storage,Lamp,6.92,307,142,4,88,142,27.68,449,44.36416184971098,64.88439306358381,-279.32,Low,191.32,High,115.68,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-11-30,SKU046,Product 046,Furniture,Shelf,6.97,119,182,4,46,96,27.88,301,17.073170731707318,43.18507890961263,-91.12,Low,45.120000000000005,Low,73.88,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-11-30,SKU047,Product 047,Home Decor,Cabinet,7.13,201,129,9,44,99,64.17,330,28.190743338008417,46.28330995792427,-136.82999999999998,Low,92.82999999999998,Medium,108.17,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-11-30,SKU048,Product 048,Kitchen,Rug,7.63,106,50,3,22,31,22.89,156,13.892529488859765,20.445609436435124,-83.11,Low,61.11,Medium,44.89,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-11-30,SKU049,Product 049,Lighting,Organizer,7.51,780,599,5,206,344,37.55,1379,103.86151797603196,183.62183754993342,-742.45,Low,536.45,High,243.55,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-11-30,SKU050,Product 050,Storage,Sofa,9.51,328,525,14,69,316,133.14,853,34.49001051524711,89.6950578338591,-194.86,Low,125.86000000000001,Medium,202.14,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU001,Product 001,Furniture,Chair,8.88,771,147,4,159,289,35.52,918,86.82432432432432,103.37837837837837,-735.48,Low,576.48,High,194.52,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU002,Product 002,Home Decor,Table,7.33,526,29,3,94,149,21.990000000000002,555,71.75989085948159,75.7162346521146,-504.01,Low,410.01,High,115.99000000000001,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU003,Product 003,Kitchen,Cushion,7.87,349,12,3,88,123,23.61,361,44.34561626429479,45.870393900889454,-325.39,Low,237.39,High,111.61,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU004,Product 004,Lighting,Cookware,7.35,259,254,6,98,196,44.099999999999994,513,35.23809523809524,69.79591836734694,-214.9,Low,116.9,High,142.1,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU005,Product 005,Storage,Lamp,8.94,471,291,6,129,245,53.64,762,52.68456375838927,85.23489932885907,-417.36,Low,288.36,High,182.64,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU006,Product 006,Furniture,Shelf,8.83,359,485,13,129,340,114.79,844,40.656851642129105,95.5832389580974,-244.20999999999998,Low,115.20999999999998,Medium,243.79000000000002,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU007,Product 007,Home Decor,Cabinet,9.92,207,460,8,98,237,79.36,667,20.866935483870968,67.23790322580645,-127.64,Low,29.64,Low,177.36,0.0,Reorder Required,Reorder,Medium,100,Healthy
2025-12-01,SKU008,Product 008,Kitchen,Rug,10.59,325,155,3,91,161,31.77,480,30.68932955618508,45.32577903682719,-293.23,Low,202.23000000000002,High,122.77,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU009,Product 009,Lighting,Organizer,8.99,75,89,7,63,131,62.93,164,8.342602892102336,18.242491657397107,-12.07,Medium,0.0,Low,125.93,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU010,Product 010,Storage,Sofa,8.74,83,70,13,22,60,113.62,153,9.496567505720824,17.505720823798626,30.620000000000005,High,0.0,Low,135.62,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-12-01,SKU011,Product 011,Furniture,Chair,9.03,753,269,3,179,247,27.089999999999996,1022,83.38870431893689,113.17829457364341,-725.91,Low,546.91,High,206.09,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU012,Product 012,Home Decor,Table,8.73,47,60,12,16,58,104.76,107,5.383734249713631,12.256586483390606,57.760000000000005,High,0.0,Low,120.76,14.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-12-01,SKU013,Product 013,Kitchen,Cushion,8.05,151,95,4,32,61,32.2,246,18.757763975155278,30.559006211180122,-118.8,Low,86.8,Medium,64.2,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU014,Product 014,Lighting,Cookware,8.78,309,334,10,130,299,87.8,643,35.193621867881554,73.23462414578589,-221.2,Low,91.19999999999999,Medium,217.8,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU015,Product 015,Storage,Lamp,8.16,187,245,9,119,265,73.44,432,22.916666666666668,52.94117647058823,-113.56,Medium,0.0,Low,192.44,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU016,Product 016,Furniture,Shelf,7.8,255,187,11,30,129,85.8,442,32.69230769230769,56.66666666666667,-169.2,Low,139.2,High,115.8,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU017,Product 017,Home Decor,Cabinet,7.2,95,26,12,108,274,86.4,121,13.194444444444445,16.805555555555554,-8.599999999999994,Medium,0.0,Low,194.4,73.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU018,Product 018,Kitchen,Rug,7.84,235,102,8,66,184,62.72,337,29.97448979591837,42.984693877551024,-172.28,Low,106.28,Medium,128.72,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU019,Product 019,Lighting,Organizer,8.17,227,114,14,25,126,114.38,341,27.784577723378213,41.73806609547124,-112.62,Low,87.62,Medium,139.38,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU020,Product 020,Storage,Sofa,8.19,1002,353,3,129,227,24.57,1355,122.34432234432235,165.44566544566547,-977.43,Low,848.43,High,153.57,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU021,Product 021,Furniture,Chair,7.72,88,97,9,36,88,69.48,185,11.398963730569948,23.963730569948186,-18.519999999999996,Medium,0.0,Low,105.48,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU022,Product 022,Home Decor,Table,8.48,95,194,8,76,163,67.84,289,11.202830188679245,34.08018867924528,-27.159999999999997,Medium,0.0,Low,143.84,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU023,Product 023,Kitchen,Cushion,7.47,130,79,12,41,148,89.64,209,17.402945113788487,27.978580990629183,-40.36,Medium,0.0,Low,130.64,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU024,Product 024,Lighting,Cookware,6.93,341,18,14,60,259,97.02,359,49.20634920634921,51.80375180375181,-243.98000000000002,Low,183.98000000000002,High,157.01999999999998,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU025,Product 025,Storage,Lamp,8.06,1124,61,14,121,582,112.84,1185,139.45409429280397,147.02233250620347,-1011.16,Low,890.16,High,233.84,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU026,Product 026,Furniture,Shelf,7.46,160,70,5,31,59,37.3,230,21.447721179624665,30.831099195710458,-122.7,Low,91.7,Medium,68.3,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU027,Product 027,Home Decor,Cabinet,7.66,567,103,3,83,133,22.98,670,74.02088772845953,87.46736292428199,-544.02,Low,461.02,High,105.98,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU028,Product 028,Kitchen,Rug,8.59,174,55,11,114,337,94.49,229,20.256111757857976,26.658905704307333,-79.51,Medium,0.0,Low,208.49,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU029,Product 029,Lighting,Organizer,7.94,261,520,5,196,329,39.7,781,32.87153652392947,98.36272040302266,-221.3,Low,25.30000000000001,Low,235.7,0.0,Reorder Required,Reorder,Medium,100,Healthy
2025-12-01,SKU030,Product 030,Storage,Sofa,7.13,166,32,9,43,104,64.17,198,23.281907433380084,27.769985974754558,-101.83,Low,58.83,Medium,107.17,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU031,Product 031,Furniture,Chair,7.43,93,40,13,28,113,96.59,133,12.516823687752355,17.900403768506056,3.5900000000000034,High,0.0,Low,124.59,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-12-01,SKU032,Product 032,Home Decor,Table,7.26,278,214,11,60,185,79.86,492,38.29201101928375,67.76859504132231,-198.14,Low,138.14,High,139.86,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU033,Product 033,Kitchen,Cushion,7.26,208,168,12,55,183,87.12,376,28.650137741046834,51.790633608815426,-120.88,Low,65.88,Medium,142.12,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU034,Product 034,Lighting,Cookware,7.33,34,103,5,34,58,36.65,137,4.638472032742156,18.69031377899045,2.6499999999999986,High,0.0,Low,70.65,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-12-01,SKU035,Product 035,Storage,Lamp,9.14,670,76,8,137,304,73.12,746,73.30415754923413,81.61925601750546,-596.88,Low,459.88,High,210.12,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU036,Product 036,Furniture,Shelf,8.99,383,135,3,77,129,26.97,518,42.60289210233593,57.619577308120135,-356.03,Low,279.03,High,103.97,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU037,Product 037,Home Decor,Cabinet,7.4,355,687,8,315,644,59.2,1042,47.97297297297297,140.8108108108108,-295.8,Medium,0.0,Low,374.2,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU038,Product 038,Kitchen,Rug,7.77,159,310,12,56,175,93.24,469,20.463320463320464,60.36036036036036,-65.76,Low,9.760000000000005,Low,149.24,0.0,Reorder Required,Reorder,Medium,100,Healthy
2025-12-01,SKU039,Product 039,Lighting,Organizer,7.11,93,35,3,17,31,21.330000000000002,128,13.080168776371307,18.0028129395218,-71.67,Low,54.67,Medium,38.33,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU040,Product 040,Storage,Sofa,6.6,67,29,9,36,93,59.4,96,10.151515151515152,14.545454545454547,-7.600000000000001,Medium,0.0,Low,95.4,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-01,SKU041,Product 041,Furniture,Chair,6.69,440,40,4,78,139,26.76,480,65.76980568011957,71.74887892376681,-413.24,Low,335.24,High,104.76,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU042,Product 042,Home Decor,Table,8.37,90,120,6,41,88,50.22,210,10.752688172043012,25.089605734767026,-39.78,Medium,0.0,Low,91.22,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-12-01,SKU043,Product 043,Kitchen,Cushion,8.44,559,211,12,142,393,101.28,770,66.23222748815166,91.23222748815166,-457.72,Low,315.72,High,243.28,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU044,Product 044,Lighting,Cookware,6.01,223,39,5,55,93,30.049999999999997,262,37.10482529118136,43.59400998336107,-192.95,Low,137.95,High,85.05,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU045,Product 045,Storage,Lamp,6.01,307,142,4,88,142,24.04,449,51.08153078202995,74.70881863560733,-282.96,Low,194.95999999999998,High,112.03999999999999,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU046,Product 046,Furniture,Shelf,6.71,119,182,4,46,96,26.84,301,17.73472429210134,44.85842026825633,-92.16,Low,46.16,Low,72.84,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-12-01,SKU047,Product 047,Home Decor,Cabinet,6.48,201,129,9,44,99,58.32000000000001,330,31.018518518518515,50.925925925925924,-142.68,Low,98.68,High,102.32000000000001,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU048,Product 048,Kitchen,Rug,6.52,106,50,3,22,31,19.56,156,16.257668711656443,23.92638036809816,-86.44,Low,64.44,Medium,41.56,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-01,SKU049,Product 049,Lighting,Organizer,9.09,780,599,5,206,344,45.45,1379,85.8085808580858,151.7051705170517,-734.55,Low,528.55,High,251.45,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-01,SKU050,Product 050,Storage,Sofa,7.83,328,525,14,69,316,109.62,853,41.89016602809706,108.93997445721584,-218.38,Low,149.38,High,178.62,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU001,Product 001,Furniture,Chair,7.5,771,147,4,159,289,30.0,918,102.8,122.4,-741.0,Low,582.0,High,189.0,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU002,Product 002,Home Decor,Table,7.73,526,29,3,94,149,23.19,555,68.04657179818886,71.79818887451488,-502.81,Low,408.81,High,117.19,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU003,Product 003,Kitchen,Cushion,7.64,349,12,3,88,123,22.919999999999998,361,45.68062827225131,47.25130890052356,-326.08,Low,238.07999999999998,High,110.92,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU004,Product 004,Lighting,Cookware,7.31,259,254,6,98,196,43.86,513,35.43091655266758,70.17783857729138,-215.14,Low,117.13999999999999,High,141.86,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU005,Product 005,Storage,Lamp,7.29,471,291,6,129,245,43.74,762,64.60905349794238,104.52674897119341,-427.26,Low,298.26,High,172.74,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU006,Product 006,Furniture,Shelf,8.57,359,485,13,129,340,111.41,844,41.89031505250875,98.4830805134189,-247.59,Low,118.59,Medium,240.41,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU007,Product 007,Home Decor,Cabinet,8.21,207,460,8,98,237,65.68,667,25.213154689403165,81.2423873325213,-141.32,Low,43.31999999999999,Low,163.68,0.0,Reorder Required,Reorder,Medium,100,Healthy
2025-12-02,SKU008,Product 008,Kitchen,Rug,6.93,325,155,3,91,161,20.79,480,46.8975468975469,69.26406926406926,-304.21,Low,213.20999999999998,High,111.78999999999999,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU009,Product 009,Lighting,Organizer,6.8,75,89,7,63,131,47.6,164,11.029411764705882,24.11764705882353,-27.4,Medium,0.0,Low,110.6,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU010,Product 010,Storage,Sofa,6.85,83,70,13,22,60,89.05,153,12.116788321167883,22.335766423357665,6.049999999999997,High,0.0,Low,111.05,0.0,Sufficient Stock,Urgent Reorder,Critical,50,At Risk
2025-12-02,SKU011,Product 011,Furniture,Chair,6.75,753,269,3,179,247,20.25,1022,111.55555555555556,151.40740740740742,-732.75,Low,553.75,High,199.25,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU012,Product 012,Home Decor,Table,6.8,47,60,12,16,58,81.6,107,6.911764705882353,15.73529411764706,34.599999999999994,High,0.0,Low,97.6,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-12-02,SKU013,Product 013,Kitchen,Cushion,8.68,151,95,4,32,61,34.72,246,17.3963133640553,28.341013824884794,-116.28,Low,84.28,Medium,66.72,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU014,Product 014,Lighting,Cookware,8.52,309,334,10,130,299,85.19999999999999,643,36.267605633802816,75.46948356807512,-223.8,Low,93.80000000000001,Medium,215.2,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU015,Product 015,Storage,Lamp,7.65,187,245,9,119,265,68.85000000000001,432,24.444444444444443,56.470588235294116,-118.14999999999999,Medium,0.0,Low,187.85000000000002,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU016,Product 016,Furniture,Shelf,7.27,255,187,11,30,129,79.97,442,35.075653370013754,60.79779917469051,-175.03,Low,145.03,High,109.97,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU017,Product 017,Home Decor,Cabinet,7.75,95,26,12,108,274,93.0,121,12.258064516129032,15.612903225806452,-2.0,Medium,0.0,Low,201.0,80.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU018,Product 018,Kitchen,Rug,8.39,235,102,8,66,184,67.12,337,28.009535160905838,40.1668653158522,-167.88,Low,101.88,Medium,133.12,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU019,Product 019,Lighting,Organizer,8.75,227,114,14,25,126,122.5,341,25.942857142857143,38.97142857142857,-104.5,Low,79.5,Medium,147.5,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU020,Product 020,Storage,Sofa,9.84,1002,353,3,129,227,29.52,1355,101.82926829268293,137.70325203252034,-972.48,Low,843.48,High,158.52,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU021,Product 021,Furniture,Chair,9.99,88,97,9,36,88,89.91,185,8.80880880880881,18.51851851851852,1.9099999999999966,High,0.0,Low,125.91,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-12-02,SKU022,Product 022,Home Decor,Table,8.95,95,194,8,76,163,71.6,289,10.614525139664805,32.29050279329609,-23.400000000000006,Medium,0.0,Low,147.6,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU023,Product 023,Kitchen,Cushion,9.06,130,79,12,41,148,108.72,209,14.34878587196468,23.068432671081677,-21.28,Medium,0.0,Low,149.72,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU024,Product 024,Lighting,Cookware,9.21,341,18,14,60,259,128.94,359,37.02497285559174,38.979370249728554,-212.06,Low,152.06,High,188.94,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU025,Product 025,Storage,Lamp,7.73,1124,61,14,121,582,108.22,1185,145.40750323415264,153.29883570504526,-1015.78,Low,894.78,High,229.22,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU026,Product 026,Furniture,Shelf,7.49,160,70,5,31,59,37.45,230,21.36181575433912,30.707610146862482,-122.55,Low,91.55,Medium,68.45,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU027,Product 027,Home Decor,Cabinet,8.69,567,103,3,83,133,26.07,670,65.24741081703107,77.10011507479862,-540.93,Low,457.92999999999995,High,109.07,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU028,Product 028,Kitchen,Rug,7.89,174,55,11,114,337,86.78999999999999,229,22.0532319391635,29.024081115335868,-87.21000000000001,Medium,0.0,Low,200.79,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU029,Product 029,Lighting,Organizer,7.45,261,520,5,196,329,37.25,781,35.033557046979865,104.83221476510067,-223.75,Low,27.75,Low,233.25,0.0,Reorder Required,Reorder,Medium,100,Healthy
2025-12-02,SKU030,Product 030,Storage,Sofa,6.85,166,32,9,43,104,61.65,198,24.233576642335766,28.905109489051096,-104.35,Low,61.349999999999994,Medium,104.65,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU031,Product 031,Furniture,Chair,7.01,93,40,13,28,113,91.13,133,13.266761768901569,18.97289586305278,-1.8700000000000045,Medium,0.0,Low,119.13,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU032,Product 032,Home Decor,Table,6.92,278,214,11,60,185,76.12,492,40.17341040462428,71.09826589595376,-201.88,Low,141.88,High,136.12,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU033,Product 033,Kitchen,Cushion,7.43,208,168,12,55,183,89.16,376,27.994616419919247,50.60565275908479,-118.84,Low,63.84,Medium,144.16,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU034,Product 034,Lighting,Cookware,7.8,34,103,5,34,58,39.0,137,4.3589743589743595,17.564102564102566,5.0,High,0.0,Low,73.0,0.0,Reorder Required,Urgent Reorder,Critical,50,At Risk
2025-12-02,SKU035,Product 035,Storage,Lamp,7.88,670,76,8,137,304,63.04,746,85.0253807106599,94.67005076142132,-606.96,Low,469.96000000000004,High,200.04,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU036,Product 036,Furniture,Shelf,7.53,383,135,3,77,129,22.59,518,50.863213811420984,68.79150066401063,-360.41,Low,283.41,High,99.59,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU037,Product 037,Home Decor,Cabinet,7.06,355,687,8,315,644,56.48,1042,50.28328611898017,147.59206798866856,-298.52,Medium,0.0,Low,371.48,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU038,Product 038,Kitchen,Rug,6.9,159,310,12,56,175,82.80000000000001,469,23.043478260869563,67.97101449275362,-76.19999999999999,Low,20.19999999999999,Low,138.8,0.0,Reorder Required,Reorder,Medium,100,Healthy
2025-12-02,SKU039,Product 039,Lighting,Organizer,7.6,93,35,3,17,31,22.799999999999997,128,12.23684210526316,16.842105263157894,-70.2,Low,53.2,Medium,39.8,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU040,Product 040,Storage,Sofa,7.18,67,29,9,36,93,64.62,96,9.331476323119778,13.370473537604457,-2.3799999999999955,Medium,0.0,Low,100.62,5.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-02,SKU041,Product 041,Furniture,Chair,8.41,440,40,4,78,139,33.64,480,52.318668252080855,57.07491082045184,-406.36,Low,328.36,High,111.64,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU042,Product 042,Home Decor,Table,8.14,90,120,6,41,88,48.84,210,11.056511056511056,25.798525798525798,-41.16,Low,0.1599999999999966,Low,89.84,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-12-02,SKU043,Product 043,Kitchen,Cushion,7.66,559,211,12,142,393,91.92,770,72.97650130548303,100.52219321148824,-467.08,Low,325.08,High,233.92000000000002,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU044,Product 044,Lighting,Cookware,8.34,223,39,5,55,93,41.7,262,26.73860911270983,31.414868105515588,-181.3,Low,126.30000000000001,High,96.7,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU045,Product 045,Storage,Lamp,7.65,307,142,4,88,142,30.6,449,40.130718954248366,58.69281045751634,-276.4,Low,188.39999999999998,High,118.6,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU046,Product 046,Furniture,Shelf,7.64,119,182,4,46,96,30.56,301,15.575916230366493,39.397905759162306,-88.44,Low,42.44,Low,76.56,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-12-02,SKU047,Product 047,Home Decor,Cabinet,8.05,201,129,9,44,99,72.45,330,24.96894409937888,40.993788819875775,-128.55,Low,84.55000000000001,Medium,116.45,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-02,SKU048,Product 048,Kitchen,Rug,8.57,106,50,3,22,31,25.71,156,12.36872812135356,18.203033838973163,-80.28999999999999,Low,58.28999999999999,Low,47.71,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-12-02,SKU049,Product 049,Lighting,Organizer,8.95,780,599,5,206,344,44.75,1379,87.15083798882682,154.07821229050282,-735.25,Low,529.25,High,250.75,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-02,SKU050,Product 050,Storage,Sofa,7.54,328,525,14,69,316,105.56,853,43.50132625994695,113.12997347480106,-222.44,Low,153.44,High,174.56,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-03,SKU001,Product 001,Furniture,Chair,8.17,771,147,4,159,289,32.68,918,94.36964504283966,112.36230110159119,-738.32,Low,579.32,High,191.68,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-03,SKU002,Product 002,Home Decor,Table,9.03,526,29,3,94,149,27.089999999999996,555,58.250276854928025,61.461794019933556,-498.91,Low,404.91,High,121.09,0.0,Sufficient Stock,Do Not Reorder - Excess Stock,High,70,Watch
2025-12-03,SKU003,Product 003,Kitchen,Cushion,21.74,349,12,3,88,123,65.22,361,16.053357865685374,16.60533578656854,-283.78,Low,195.77999999999997,Medium,153.22,0.0,Sufficient Stock,No Action,Low,85,Healthy
2025-12-03,SKU004,Product 004,Lighting,Cookware,25.57,259,254,6,98,196,153.42000000000002,513,10.12905748924521,20.06257332811889,-105.57999999999998,Low,7.579999999999984,Low,251.42000000000002,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-12-03,SKU005,Product 005,Storage,Lamp,27.04,471,291,6,129,245,162.24,762,17.418639053254438,28.180473372781066,-308.76,Low,179.76,Low,291.24,0.0,Sufficient Stock,No Action,Low,100,Healthy
2025-12-03,SKU006,Product 006,Furniture,Shelf,23.36,359,485,13,129,340,303.68,844,15.368150684931507,36.13013698630137,-55.31999999999999,Medium,0.0,Low,432.68,0.0,Sufficient Stock,Plan Reorder,High,80,Healthy
2025-12-03,SKU007,Product 007,Home Decor,Cabinet,23.22,207,460,8,98,237,185.76,667,8.914728682170542,28.725236864771748,-21.24000000000001,Medium,0.0,Low,283.76,0.0,Reorder Required,Plan Reorder,High,80,Healthy
2025-12-03,SKU008,Product 008,Kitchen,Rug,25.35,325,155,3,91,161,76.05000000000001,480,12.82051282051282,18.934911242603548,-248.95,Low,157.95,Low,167.05,0.0,Sufficient Stock,No Action,Low,100,Healthy
